title,city,location,bedrooms,price_inr,area_sqft,estimated_monthly_rent,price_lakhs,price_lakhs_psf,down_payment,loan_amount,monthly_emi,effective_emi,total_tax_saved,final_property_value,final_renting_wealth,decision,wealth_difference
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,4850041.0,1296.8,20593,48.5,0.0374,1212510,3637531,28202,21188,1683379,15554739,13935001,BUYING is financially better,1619738
"4 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,4,17343994.0,1328.4,61348,173.44,0.1306,4335998,13007996,100851,92395,2029328,55624538,59167663,RENTING is financially better,3543125
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,3271750.0,804.5,13669,32.72,0.0407,817938,2453812,19024,13587,1304996,10492945,9569385,BUYING is financially better,923561
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,17339305.0,1556.6,64714,173.39,0.1114,4334826,13004479,100824,92368,2029299,55609500,56583037,RENTING is financially better,973537
"2 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,2,3699454.0,1339.9,12601,36.99,0.0276,924864,2774590,21511,15530,1435477,11864650,12988277,RENTING is financially better,1123627
"2 BHK Apartment in minakshi puram, Mumbai",Mumbai,minakshi puram,2,15421712.0,1244.7,68532,154.22,0.1239,3855428,11566284,89673,81268,2017211,49459520,41991418,BUYING is financially better,7468101
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,13849714.0,761.3,66146,138.5,0.1819,3462428,10387286,80533,72169,2007302,44417909,34218158,BUYING is financially better,10199751
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,9760596.0,1158.3,34842,97.61,0.0843,2440149,7320447,56755,48582,1961719,31303554,33056416,RENTING is financially better,1752862
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,11397914.0,824.3,46319,113.98,0.1383,2849478,8548436,66276,58009,1984065,36554654,34324537,BUYING is financially better,2230118
"3 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,3,14623393.0,857.9,60251,146.23,0.1705,3655848,10967545,85031,76647,2012179,46899202,43412074,BUYING is financially better,3487128
"4 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,4,4895675.0,1179.9,19158,48.96,0.0415,1223919,3671756,28467,21425,1690186,15701093,15302944,BUYING is financially better,398149
"2 BHK Apartment in wadmukhwadi, Bangalore",Bangalore,wadmukhwadi,2,11541636.0,1436.0,40090,115.42,0.0804,2885409,8656227,67112,58838,1985629,37015590,39930977,RENTING is financially better,2915387
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,21196997.0,1437.6,69731,211.97,0.1474,5299249,15897748,123255,114749,2041562,67981641,76295209,RENTING is financially better,8313568
"3 BHK Apartment in kalubai nagar, Bangalore",Bangalore,kalubai nagar,3,6207564.0,777.4,30757,62.08,0.0799,1551891,4655673,36095,28468,1830590,19908499,14494148,BUYING is financially better,5414350
"3 BHK Apartment in sant nagar, Bangalore",Bangalore,sant nagar,3,9738035.0,1014.9,37049,97.38,0.096,2434509,7303526,56624,48452,1961345,31231197,31242925,RENTING is financially better,11727
"4 BHK Apartment in alkapuri society, Mumbai",Mumbai,alkapuri society,4,37571257.0,1461.3,134144,375.71,0.2571,9392814,28178443,218467,209846,2069026,120496111,127222542,RENTING is financially better,6726431
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,11888406.0,1615.8,47887,118.88,0.0736,2972102,8916304,69128,60839,1989403,38127729,36124577,BUYING is financially better,2003152
"4 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,4,11997439.0,1095.3,43958,119.97,0.1095,2999360,8998079,69762,61468,1990590,38477412,39772956,RENTING is financially better,1295543
"3 BHK Apartment in bankar vasti, Bangalore",Bangalore,bankar vasti,3,2069816.0,835.5,8788,20.7,0.0248,517454,1552362,12035,8425,866552,6638180,5947181,BUYING is financially better,690999
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,5831595.0,803.8,23687,58.32,0.0726,1457899,4373696,33909,26413,1799167,18702715,17570449,BUYING is financially better,1132266
"4 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,4,12227605.0,1648.8,55338,122.28,0.0742,3056901,9170704,71100,62796,1993096,39215586,32534754,BUYING is financially better,6680831
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,15935921.0,1071.4,63526,159.36,0.1487,3983980,11951941,92663,84245,2020453,51108658,48928161,BUYING is financially better,2180496
"3 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,3,4765647.0,1274.3,19330,47.66,0.0374,1191412,3574235,27711,20751,1670377,15284076,14379499,BUYING is financially better,904577
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,19463509.0,1496.9,71670,194.64,0.13,4865877,14597632,113175,104690,2036528,62422110,64253008,RENTING is financially better,1830898
"2 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,2,3548701.0,1083.6,15160,35.49,0.0327,887175,2661526,20635,14841,1390543,11381165,10125849,BUYING is financially better,1255315
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,7564320.0,716.9,30705,75.64,0.1055,1891080,5673240,43985,36034,1908027,24259799,22806332,BUYING is financially better,1453467
"4 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,4,5834421.0,1534.1,22689,58.34,0.038,1458605,4375816,33926,26428,1799443,18711779,18345531,BUYING is financially better,366248
"3 BHK Apartment in laxmi nagar, Bangalore",Bangalore,laxmi nagar,3,2306005.0,802.8,8892,23.06,0.0287,576501,1729504,13409,9392,963945,7395670,7308348,BUYING is financially better,87323
"5 BHK Apartment in jambhulkar mala, Bangalore",Bangalore,jambhulkar mala,5,13714420.0,1586.6,61903,137.14,0.0864,3428605,10285815,79746,71386,2006449,43984003,36615217,BUYING is financially better,7368786
"4 BHK Apartment in lalit estate, Mumbai",Mumbai,lalit estate,4,16938270.0,1367.0,67494,169.38,0.1239,4234568,12703702,98492,90047,2026771,54323327,52026717,BUYING is financially better,2296609
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,9186778.0,812.6,32025,91.87,0.1131,2296694,6890084,53419,45285,1952211,29463242,31696755,RENTING is financially better,2233513
"2 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,2,10566868.0,1247.8,39882,105.67,0.0847,2641717,7925151,61444,53214,1975019,33889377,34145367,RENTING is financially better,255990
"2 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,2,7126740.0,875.8,29558,71.27,0.0814,1781685,5345055,41440,33571,1888491,22856421,21009224,BUYING is financially better,1847197
"4 BHK Apartment in eon free zone, Bangalore",Bangalore,eon free zone,4,13303577.0,1541.8,45263,133.04,0.0863,3325894,9977683,77357,69007,2003860,42666374,46746037,RENTING is financially better,4079663
"2 BHK Apartment in bellagio, Mumbai",Mumbai,bellagio,2,12877592.0,1149.8,57854,128.78,0.112,3219398,9658194,74880,66546,2000171,41300182,34587419,BUYING is financially better,6712763
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,14517430.0,1243.2,53662,145.17,0.1168,3629358,10888072,84415,76034,2011511,46559365,47769456,RENTING is financially better,1210091
"4 BHK Apartment in rakshak nagar, Mumbai",Mumbai,rakshak nagar,4,15106945.0,1434.8,55227,151.07,0.1053,3776736,11330209,87843,79446,2015227,48450019,50175558,RENTING is financially better,1725538
"3 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,3,20629375.0,1408.6,86322,206.29,0.1465,5157344,15472031,119954,111455,2039914,66161200,60235497,BUYING is financially better,5925703
"4 BHK Apartment in laxmi park colony, Mumbai",Mumbai,laxmi park colony,4,15252257.0,1161.4,70575,152.52,0.1313,3813064,11439193,88688,80287,2016143,48916054,39406791,BUYING is financially better,9509263
"4 BHK Apartment in ganga nagar, Mumbai",Mumbai,ganga nagar,4,19231792.0,1409.4,74951,192.32,0.1365,4807948,14423844,111828,103345,2035855,61678962,60348645,BUYING is financially better,1330317
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,6184020.0,756.8,21828,61.84,0.0817,1546005,4638015,35958,28339,1828710,19832990,21130995,RENTING is financially better,1298006
"4 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,4,3593679.0,1064.0,13027,35.94,0.0338,898420,2695259,20896,15046,1404175,11525415,12019832,RENTING is financially better,494417
"4 BHK Apartment in industrial area, Bangalore",Bangalore,industrial area,4,24520427.0,1177.9,94088,245.2,0.2082,6130107,18390320,142580,134033,2051214,78640331,78063574,BUYING is financially better,576757
"2 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,2,10352256.0,1300.4,40690,103.52,0.0796,2588064,7764192,60196,51981,1971522,33201087,32223220,BUYING is financially better,977868
"2 BHK Apartment in midc, Bangalore",Bangalore,midc,2,14749262.0,1381.5,53498,147.49,0.1068,3687316,11061946,85763,77376,2012972,47302881,49307567,RENTING is financially better,2004686
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,10271689.0,1285.9,37946,102.72,0.0799,2567922,7703767,59727,51518,1970187,32942698,33815678,RENTING is financially better,872980
"4 BHK Apartment in chovisawadi, Bangalore",Bangalore,chovisawadi,4,10220068.0,1423.5,42952,102.2,0.0718,2555017,7665051,59427,51222,1969332,32777143,29699523,BUYING is financially better,3077620
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,5483173.0,755.0,23985,54.83,0.0726,1370793,4112380,31883,24531,1764549,17585279,15219686,BUYING is financially better,2365593
"2 BHK Apartment in kotwal wadi, Mumbai",Mumbai,kotwal wadi,2,16291672.0,1417.7,54804,162.92,0.1149,4072918,12218754,94732,86304,2022695,52249599,57720536,RENTING is financially better,5470936
"2 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,2,18229173.0,792.0,72191,182.29,0.2302,4557293,13671880,105998,97527,2032943,58463427,56331125,BUYING is financially better,2132302
"2 BHK Apartment in kotwal wadi, Mumbai",Mumbai,kotwal wadi,2,6809300.0,1369.5,23060,68.09,0.0497,1702325,5106975,39594,31797,1871448,21838348,24008041,RENTING is financially better,2169693
"3 BHK Apartment in sharad nagar, Mumbai",Mumbai,sharad nagar,3,5302821.0,1224.8,17589,53.03,0.0433,1325705,3977116,30835,23570,1743513,17006865,18976929,RENTING is financially better,1970064
"3 BHK Apartment in jijai nagar, Mumbai",Mumbai,jijai nagar,3,10065209.0,771.5,40166,100.65,0.1305,2516302,7548907,58527,50332,1966766,32280489,30870886,BUYING is financially better,1409603
"3 BHK Apartment in malwadi, Bangalore",Bangalore,malwadi,3,3681718.0,1017.6,14087,36.82,0.0362,920430,2761288,21408,15449,1430321,11807768,11751711,BUYING is financially better,56057
"2 BHK Apartment in minakshi puram, Mumbai",Mumbai,minakshi puram,2,16110406.0,1517.8,62937,161.1,0.1061,4027602,12082804,93678,85255,2021552,51668255,50439336,BUYING is financially better,1228919
"3 BHK Apartment in mohan nagar co-op society, Mumbai",Mumbai,mohan nagar co-op society,3,24280711.0,1830.2,88141,242.81,0.1327,6070178,18210533,141186,132642,2050518,77871530,81117894,RENTING is financially better,3246364
"3 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,3,5078272.0,716.0,21517,50.78,0.0709,1269568,3808704,29529,22381,1715423,16286706,14624961,BUYING is financially better,1661745
"3 BHK Apartment in mohanwadi, Bangalore",Bangalore,mohanwadi,3,10136165.0,1366.5,38259,101.36,0.0742,2534041,7602124,58939,50739,1967941,32508054,32751650,RENTING is financially better,243596
"3 BHK Apartment in midc, Bangalore",Bangalore,midc,3,17138033.0,1128.3,66115,171.38,0.1519,4284508,12853525,99653,91203,2028030,54963994,54291924,BUYING is financially better,672070
"2 BHK Apartment in shani nagar, Bangalore",Bangalore,shani nagar,2,11202516.0,1241.4,43143,112.03,0.0902,2800629,8401887,65140,56882,1981938,35927986,35544871,BUYING is financially better,383116
"4 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,4,11987479.0,1392.1,48117,119.87,0.0861,2996870,8990609,69704,61410,1990482,38445469,36554010,BUYING is financially better,1891459
"2 BHK Apartment in mukai nagar, Mumbai",Mumbai,mukai nagar,2,15650343.0,1305.4,54864,156.5,0.1199,3912586,11737757,91003,82592,2018652,50192770,53764528,RENTING is financially better,3571758
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,14256891.0,1283.1,49160,142.57,0.1111,3564223,10692668,82900,74526,2009869,45723781,49599522,RENTING is financially better,3875741
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,20443456.0,1300.7,77662,204.43,0.1572,5110864,15332592,118873,110376,2039374,65564933,65678007,RENTING is financially better,113074
"3 BHK Apartment in kuthwad colony, Bangalore",Bangalore,kuthwad colony,3,6940616.0,714.9,28720,69.41,0.0971,1735154,5205462,40358,32529,1878964,22259496,20510701,BUYING is financially better,1748795
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,16879875.0,1380.7,63043,168.8,0.1223,4219969,12659906,98152,89709,2026403,54136046,55050610,RENTING is financially better,914564
"3 BHK Apartment in bellagio, Bangalore",Bangalore,bellagio,3,2693833.0,751.6,10141,26.94,0.0358,673458,2020375,15664,11036,1110614,8639487,8724642,RENTING is financially better,85154
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,20694845.0,915.0,83775,206.95,0.2262,5173711,15521134,120335,111835,2040104,66371171,62568807,BUYING is financially better,3802364
"3 BHK Apartment in sasane nagar, Mumbai",Mumbai,sasane nagar,3,15040488.0,732.1,68277,150.4,0.2054,3760122,11280366,87457,79062,2014808,48236883,39860579,BUYING is financially better,8376304
"3 BHK Apartment in patil nagar, Bangalore",Bangalore,patil nagar,3,6744727.0,903.5,26911,67.45,0.0747,1686182,5058545,39219,31438,1867356,21631253,20689983,BUYING is financially better,941270
"3 BHK Apartment in yashwant nagar, Bangalore",Bangalore,yashwant nagar,3,13197086.0,1423.2,55819,131.97,0.0927,3299272,9897814,76738,68391,2003188,42324843,38080820,BUYING is financially better,4244023
"3 BHK Apartment in kumar samrudhi society, Bangalore",Bangalore,kumar samrudhi society,3,3758553.0,1328.0,14385,37.59,0.0283,939638,2818915,21855,15802,1452657,12054189,11993914,BUYING is financially better,60275
"2 BHK Apartment in malad west, Mumbai",Mumbai,malad west,2,13019585.0,1148.4,52567,130.2,0.1134,3254896,9764689,75706,67365,2001716,41755573,39467991,BUYING is financially better,2287581
"3 BHK Apartment in mohan nagar co-op society, Mumbai",Mumbai,mohan nagar co-op society,3,19337930.0,1623.2,84642,193.38,0.1191,4834482,14503448,112445,103961,2036163,62019361,53636769,BUYING is financially better,8382592
"2 BHK Apartment in jadhav nagar, Bangalore",Bangalore,jadhav nagar,2,26104838.0,1436.0,87814,261.05,0.1818,6526210,19578628,151793,143227,2055816,83721752,92488656,RENTING is financially better,8766904
"4 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,4,19625689.0,1473.4,78597,196.26,0.1332,4906422,14719267,114118,105631,2036999,62942243,59981738,BUYING is financially better,2960506
"4 BHK Apartment in kotwal nagar, Mumbai",Mumbai,kotwal nagar,4,13532243.0,1417.5,55699,135.32,0.0955,3383061,10149182,78687,70331,2005301,43399737,40215534,BUYING is financially better,3184203
"3 BHK Apartment in patil nagar, Bangalore",Bangalore,patil nagar,3,5755116.0,782.8,23014,57.55,0.0735,1438779,4316337,33465,25999,1791703,18457437,17615181,BUYING is financially better,842256
"4 BHK Apartment in nilanjali society, Bangalore",Bangalore,nilanjali society,4,13059732.0,1468.9,57288,130.6,0.0889,3264933,9794799,75939,67597,2002153,41884330,36127804,BUYING is financially better,5756526
"2 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,2,14747375.0,1322.6,57962,147.47,0.1115,3686844,11060531,85752,77365,2012961,47296829,45906239,BUYING is financially better,1390591
"3 BHK Apartment in hingne budrukh, Bangalore",Bangalore,hingne budrukh,3,5667765.0,738.9,21895,56.68,0.0767,1416941,4250824,32957,25527,1783177,18177290,17932300,BUYING is financially better,244990
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,9259342.0,1079.5,39001,92.59,0.0858,2314836,6944506,53841,45701,1953414,29695964,26841850,BUYING is financially better,2854114
"2 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,2,11172929.0,1524.8,52976,111.73,0.0733,2793232,8379697,64968,56711,1981616,35833097,27897593,BUYING is financially better,7935504
"3 BHK Apartment in siddartha nagar, Bangalore",Bangalore,siddartha nagar,3,6017498.0,916.5,23418,60.17,0.0657,1504374,4513124,34990,27426,1815416,19298931,18908246,BUYING is financially better,390685
"3 BHK Apartment in kuthwad colony, Mumbai",Mumbai,kuthwad colony,3,7813496.0,839.8,32244,78.13,0.093,1953374,5860122,45433,37440,1918503,25058940,23156991,BUYING is financially better,1901949
"3 BHK Apartment in shankar kalat nagar, Bangalore",Bangalore,shankar kalat nagar,3,10350887.0,1262.1,36462,103.51,0.082,2587722,7763165,60188,51973,1971499,33196697,35425484,RENTING is financially better,2228787
"2 BHK Apartment in wadmukhwadi, Bangalore",Bangalore,wadmukhwadi,2,11665225.0,1254.4,50045,116.65,0.093,2916306,8748919,67830,59551,1986974,37411957,33125033,BUYING is financially better,4286924
"2 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,2,10865769.0,791.6,37971,108.66,0.1373,2716442,8149327,63182,54939,1978272,34847993,37419042,RENTING is financially better,2571049
"3 BHK Apartment in patil nagar, Bangalore",Bangalore,patil nagar,3,6125735.0,796.7,24806,61.26,0.0769,1531434,4594301,35620,28019,1824057,19646062,18514208,BUYING is financially better,1131854
"4 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,4,9971229.0,1368.4,43067,99.71,0.0729,2492807,7478422,57980,49792,1965209,31979082,28094922,BUYING is financially better,3884160
